-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-b4948698-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b4948698-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b4956680-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b4a8509e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b4bbab3e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b4bbab3e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b4cd83b0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b4e9b578-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b4e9b578-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b4f4cffb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b4f74d37-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b4f74d37-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b4fa3eaf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b4fd5670-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b4fdfefd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b4fdfefd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b50282e0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b50b19e6-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-b51115ff-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b515ca64-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b53de72c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b53de72c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b54d9e40-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b5546d22-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b55a4222-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b55e9d21-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b55f25ee-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b5615dbe-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b577c2eb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b57d303a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b587e4df-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b589372a-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b589372a-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b59acb19-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b5b2c682-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b5b2c682-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b5b2c682-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b5c0e9d2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b5c0e9d2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b5c1396d-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b5c1396d-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b5defe86-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b5e58a67-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b5ec4df3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b5ec4df3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b5edb7e0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b5fc87a7-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b60caffb-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-b6161c15-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b621d7d2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b621d7d2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b6223c31-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b6223c31-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b6299ae3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b63c0c67-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b646b711-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b646b711-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b64ca9b7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6536032-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6623b27-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b66305ed-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b678489b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6855fb3-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b6855fb3-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b6877591-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-b68c3085-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b68cf5d6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b6960413-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6a0f522-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b6a0f522-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b6a4fb8e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6b2c2c1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6b35abe-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b6b35abe-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b6cddf3c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6dbdcd5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b6ea2a20-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b6ed39e0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7005397-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b70133b1-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-b70497a0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b70854d9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b7232aaa-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b72e3985-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b73189c6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b74cd55b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b75407b9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b766b3c0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b768d1ce-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b768d1ce-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b768d1ce-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-b775f920-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b775f920-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b789ff2f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b791def2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b791def2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b7b8f16c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7bf4ad8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7c59850-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7d09425-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7d30d9a-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-b7d98d1e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b7d98d1e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b7d9bac9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b7d9bac9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b7d9c96b-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b7d9c96b-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b7d9c96b-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-b7dccdef-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7eb4183-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7f32e7c-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b7f32e7c-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b7f32e7c-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-b7f984df-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b7f984df-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b7fb8dcb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b7fdd3e6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b807e06d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b807e06d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b8088570-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b816b5ef-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b828b4f8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b82cce7c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b842ed5a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b842ed5a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b852cace-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8564fda-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b859aa2e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b85f5992-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b85f5992-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b86045dd-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-b864c4d9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b86c40e1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b880130f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b88a02b2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b88a02b2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b89e89e5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8a0e0cc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8a395ee-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b8a395ee-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b8b013a2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8b29198-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8c0c4db-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b8c0c4db-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b8c0c4db-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b8d48105-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b8d48105-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b8dcfb36-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b8dcfb36-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b8ea4dfc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b8f161a3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b8f58f37-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b90124f9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b90fb251-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b9191462-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b9200b8c-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-b9222156-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b93b1157-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b93b1157-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b93eac37-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b93f31e8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b94a551b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b95a63a0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b95c60fb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b9608671-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b9608671-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b96ef4d7-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-b970d590-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b970d590-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b970d590-var-pf3>                          | 1         |
| <http://lsq.aksw.org/res/q-b9729b86-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b97a284d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b97d32b0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b97f63a2-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b9951ff6-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-b9951ff6-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-b9951ff6-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-b99a6910-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b99a6910-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b9a1f827-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b9b8b5fb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-b9ba3ee0-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-b9ba3ee0-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-b9e61c85-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba0b1374-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba2087ad-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2087ad-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2087ad-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2660f7-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2660f7-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2660f7-var-ps2>                          | 1         |
| <http://lsq.aksw.org/res/q-ba282e13-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-ba2a18e9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba2a939a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba5205da-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba59817c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba715b2c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba731843-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba731843-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-ba86ff38-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-ba8c092d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-ba8c092d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-ba9a740d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba9ec77b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba9fa53b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-ba9ff033-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-baa18045-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-baa60cdb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-baa60cdb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-baad9f9b-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-bab1c2c6-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bab1c2c6-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-bab2d558-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bab40d68-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bac09279-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-bac7b0a0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bae0101e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-baf231e7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-baf31a95-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-baf340aa-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-baf9482e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-baf9482e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bafbae2d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-baff994b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-baff994b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bb0425b8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bb0425b8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bb0edff8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bb0edff8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bb1097bc-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb16a787-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb196e33-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb1ccddb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb27fceb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb2bb4aa-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb2ec9d6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb314518-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb31e3ab-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bb31e3ab-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-bb3b48b6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb3bb231-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bb3bb231-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-bb549af3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb5a7cb4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb5da891-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bb601b48-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb703923-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bb70d8f6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bb70d8f6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bb8f0297-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-bb99caaa-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bba43d34-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bba6af3a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bbb26c89-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bbb7df05-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bbb7df05-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bbd43305-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bc12fd3f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc157ce8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc240a09-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc313150-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc342a5c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc3e41df-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc42cd53-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc45b2c8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc460d51-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc491081-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc5845ac-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc589ee7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc5ae7af-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bc5ae7af-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bc63751f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc6bb852-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bc6bb852-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-bc6d0391-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc75a099-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc7a396c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc834597-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc8925f8-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bc98a6dd-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bca9eb85-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bca9eb85-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bcaebc5b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bcba106e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bcba106e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bcbad1da-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bcbba145-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bccb59d1-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bccea3f6-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bce0411d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bce0411d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bceeb436-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bcf172d7-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bcfb5b4e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bcfb5b4e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bcfc05da-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bcfc05da-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bcff0b29-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bcff0b29-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-bd02a836-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd0a0139-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bd11cb0b-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd398f5f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd4ca2d6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bd4edc18-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd58df6a-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd63d722-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd64bb01-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bd64bb01-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bd683c3d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd6f0aae-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bd6f0aae-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bd7f826b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bd7f826b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bd9193fd-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bd970dc3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bda0236a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bda0236a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bdb3b42b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bdb3b42b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bdb95280-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bdbc090c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bdbf3698-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-bdc25581-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bdcbce25-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bdda3a8e-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bdeb7278-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-be0696de-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-be1ea696-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-be1ea696-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-be2abaa9-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-be412d23-var-rel>                          | 1         |
| <http://lsq.aksw.org/res/q-be53bbbf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-be57fdf1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-be57fdf1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-be5ed37e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-be5ed37e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-be71f4fc-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-be777825-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-be8a11b0-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-be8caa28-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-be9e54ca-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bea24cd4-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bead88fd-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bead88fd-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bebb1034-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bebda070-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bebda070-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bee0056c-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf1226ec-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bf388372-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf43080f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bf43080f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bf4fbb42-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bf4fbb42-var-ps1>                          | 1         |
| <http://lsq.aksw.org/res/q-bf4fcce5-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf54d586-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf55064f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bf55064f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bf55223d-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf56a649-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-bf5a58eb-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf76aaad-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-bf76aaad-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-bf7931e3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf796b2f-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf7cde88-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf803461-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bf9c4bd8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-bf9d198c-var-p3>                           | 1         |
| <http://lsq.aksw.org/res/q-bfb8a748-var-pf1>                          | 1         |
| <http://lsq.aksw.org/res/q-bfb8a748-var-pf2>                          | 1         |
| <http://lsq.aksw.org/res/q-bfc541a3-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bfcc4662-var-k>                            | 1         |
| <http://lsq.aksw.org/res/q-bfd90eed-var-p>                            | 1         |
