-------------------------------------------------------------------------------------
| pred                                                                  | frequency |
| <http://lsq.aksw.org/res/q-577cb09c-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-578f24e4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5790604c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-57a34b54-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-57a34b54-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-57a66d2e-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-57b48eca-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-57e3658f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-57ebbe26-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-581bccd6-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5823abc6-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-58288cba-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-585242cc-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-585cab79-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-588c30b8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-58c72837-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-58f2156a-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-58fb92c7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-58fb92c7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-59b6b39a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-59b6b39a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5a661677-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5a661677-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5a75c403-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5a75c403-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5ab270cd-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5ab610e3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5b100f1a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5b100f1a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5b21c875-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5b242fae-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5b2b7a9b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5b2b7a9b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5b2f0e1d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5b429f82-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5b8cec5d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5b8cec5d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5ba65696-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5ba65696-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5bacf67a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5bacf67a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5bfd8c8b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5bfd8c8b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5c47ddfc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5c47ddfc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5c753147-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-5cf42ef4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5d0ccdfd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5d347abe-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5d347abe-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5dc4e61c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5de2d1f1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5de2d1f1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5decfbd3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5dee1bcd-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5e42ee53-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5e69b901-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5f319ddb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5f3af775-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-5f52fdd2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5f52fdd2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5f54562a-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-5f666b86-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5f666b86-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5f71dfe1-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5f885339-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5f9f1418-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5f9f1418-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-5fa988f6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5fbb0d44-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-5fdde820-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-5ffbefe4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-5ffbefe4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-604c72b8-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-60705192-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-60705192-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-60974401-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-60e21b9b-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-610d2d25-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-611c3cc6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-611c3cc6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-612260b4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-616943b6-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-618f503f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-618f503f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-61aabbc0-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-620b3841-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-620b3841-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-62280381-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-626a15ef-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-628d9023-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-62be0615-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-62be0615-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-62c08190-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-62c54a9c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-62c54a9c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-62dec486-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-62f01e76-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-62f01e76-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-635dbf19-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-635dbf19-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-63ba532d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-63ba532d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-63c63ac8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-63c63ac8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-63d879a6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-63d879a6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-64060ee2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-64060ee2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-64615ed1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-64615ed1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-649b683f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-649c06f9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-64cbe3a3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-653de775-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-654283bc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-65cb88de-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-65cb88de-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-662b93ba-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-662b93ba-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6633519f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-667bb100-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-667bb100-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-66a47096-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-66a47096-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-66e59956-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-66e59956-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-66ecb2bd-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-6740984f-var-v>                            | 1         |
| <http://lsq.aksw.org/res/q-67cc1660-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-67cc1660-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-680f24c7-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-684e79f6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-684e79f6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-686baecc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-686baecc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-68914537-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-68914537-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-68ab3c8d-var-XVar0>                        | 1         |
| <http://lsq.aksw.org/res/q-6901b130-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-6916caf0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-6929e930-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-693e2dab-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-693e2dab-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-696f559b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-69b2becf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-69b2becf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6a57fdd4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6a57fdd4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6ae527d5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6ae527d5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6b14d553-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6b14d553-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6c207aaf-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-6c5662eb-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-6d0c1aed-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6d0c1aed-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6d0f097f-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-6d1d6629-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6d1d6629-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6d4894fe-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6d4894fe-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6d5a37ee-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-6dd2c230-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-6de427b1-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-6eb7b543-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6eb7b543-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6f316a2d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6f316a2d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6faca868-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6faca868-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6fb3a53f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6fb3a53f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6feb642a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6feb642a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6ff874d2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6ff874d2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-6ffee245-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-6ffee245-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-700245e7-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-7014fcf7-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7014fcf7-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-702b5d76-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-702b5d76-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7066d1ce-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7066d1ce-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-706cd295-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-706cd295-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-70ac0e65-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-70e68aa8-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-70e68aa8-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-70ed6200-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-70ed6200-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-70f0b306-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-710ae3ff-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-710ae3ff-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-71280f8b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-71280f8b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7138f1f9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7138f1f9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-71ac0bf4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-71ac0bf4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-71f35cf6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-722f565f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7272791a-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-72bf2cee-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-736ffc71-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-736ffc71-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7376e4f3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-73aef439-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-73b84e7a-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-747a5820-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-749b76bf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-749b76bf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-74f23bac-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7539effc-var-attribut>                     | 1         |
| <http://lsq.aksw.org/res/q-7570715e-var-XVar0>                        | 1         |
| <http://lsq.aksw.org/res/q-75d730b2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-75e981c1-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-75fc235f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7613e7bb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7613e7bb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-761a2e63-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-761a2e63-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-76277b6b-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-76277b6b-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-763bab9d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-766de4e1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-766de4e1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-778ee6f2-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7798ed19-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7798ed19-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-77e53395-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-78245b86-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-78245b86-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-784ceef9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-785492dc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-788f574f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-78d2a569-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-78deea83-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-79604b83-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-79a8ea40-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-79ac0d90-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-79ac0d90-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-79ddd10f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7a485d3a-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7a60b684-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7a78c735-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7a8b603f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7a92ec43-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7a92ec43-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7ace185b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7ad224eb-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7ad224eb-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7ad603ce-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7b28bc38-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7b3a4d5f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7b83bacf-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b83bacf-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7b93a798-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7b93a798-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7bd00619-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7c4a2943-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-7c4ec717-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7c4ec717-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7c61905c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7c61905c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7d5f910c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7de945a3-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-7e3ed034-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7e5f3956-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7e5f3956-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-7f58facc-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-7fbd0ed5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-7fbd0ed5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-803f9888-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-803f9888-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-808c2041-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-808c2041-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-80e98d57-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-80e98d57-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-80faef4b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-812922d3-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-81a54035-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-82008646-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8265b88b-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-8269cf38-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-82a361a4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-82a38f9d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-82a38f9d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-831e5cd5-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-831e5cd5-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-83b6734c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-83dda74d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8420cb81-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8420cb81-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-84310b77-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-844396d4-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-84485cb1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-84485cb1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-84b43e12-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-851db0f9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8560455f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-85fb7be6-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-85fb7be6-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8669da03-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8669da03-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-86b5c449-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-86cd0948-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8749e70c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8752036d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8752036d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8757bf3a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8757bf3a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-87f4790d-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-884467c0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8896dea9-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8896dea9-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-88ddfb76-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-88fecd5a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-88fecd5a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-89728f41-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-89728f41-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-898324df-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-898324df-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-89bc8598-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-89bc8598-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8a059186-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8a137f27-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8a137f27-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8a7cd054-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8a87b1d0-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8ad2b233-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8ad2b233-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8ad35ac5-var-XVar1>                        | 1         |
| <http://lsq.aksw.org/res/q-8c6922cf-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8cb4c3c2-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8cb4c3c2-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8cc93dae-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8cec90e1-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8cec90e1-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8d85b927-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8da7a0e6-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-8dabc3df-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8dabc3df-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8de80365-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8de80365-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8decf48f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8decf48f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8df9839e-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8df9839e-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8e474e7d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8e474e7d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-8e6a59dc-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-8e6a59dc-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-9001c3fe-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-9001c3fe-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-9043077b-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-905a31c2-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-905b5f3c-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-90a5fa9f-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-90c484c4-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-90c484c4-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-90dcc91c-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-90dcc91c-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-90fe54eb-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-9110bf94-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-91a79e1a-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-91a79e1a-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-91a8bdbe-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-91cfd06f-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-91cfd06f-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-925fe979-var-p>                            | 1         |
| <http://lsq.aksw.org/res/q-92a5772d-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-92a5772d-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-92bfb020-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-945ea839-var-pi>                           | 1         |
| <http://lsq.aksw.org/res/q-945ea839-var-po>                           | 1         |
| <http://lsq.aksw.org/res/q-947e8ae9-var-property>                     | 1         |
| <http://lsq.aksw.org/res/q-94bc571c-var-o>                            | 1         |
| <http://lsq.aksw.org/res/q-94caf64e-var-property>                     | 1         |
